Steps,Policy/Extrinsic Value Estimate,Policy/Entropy,Environment/Cumulative Reward,Environment/Episode Length 
4387000,-8.734193,0.46616176,None,None
4388000,-9.425254,0.40945143,-1900.0,1996.0
4389000,-7.0081043,0.4960713,None,None
4390000,-9.22499,0.17879008,-1666.0,1996.0
4391000,-8.957278,0.3906887,None,None
4392000,-9.161519,0.4918374,-1968.0,1996.0
4393000,-8.373348,0.6027431,None,None
4394000,-9.200189,0.5276986,-1902.0,1996.0
4395000,-9.136417,0.53384495,None,None
4396000,-9.159014,0.3040778,-1968.0,1996.0
4397000,-8.9519005,0.47949743,None,None
4398000,-9.693703,0.4006104,-1732.0,1996.0
4399000,-8.866837,0.5346938,None,None
4400000,-7.859442,0.49180442,-1832.0,1996.0
4401000,-7.356763,0.5644254,None,None
4402000,-9.138691,0.1507724,-1602.0,1996.0
4403000,-9.451023,0.52453417,None,None
4404000,-7.758479,0.30249515,-1504.0,1996.0
4405000,-8.195067,0.5154966,None,None
4406000,-9.541267,0.3684615,-1800.0,1996.0
4407000,-8.956102,0.6070751,None,None
4408000,-8.964682,0.54452175,-1866.0,1996.0
4409000,-7.8189325,0.47649717,None,None
4410000,-8.058453,0.6188704,-1502.0,1996.0
4411000,-8.863218,0.49513796,None,None
4412000,-8.8011675,0.5947041,-1734.0,1996.0
4413000,-7.8067284,0.50186133,None,None
4414000,-8.945265,0.525175,-1232.0,1996.0
4415000,-7.1459866,0.5627288,None,None
4416000,-6.5944376,0.6116567,-1032.0,1996.0
4417000,-7.9958043,0.51588774,None,None
4418000,-9.315578,0.37701252,-1768.0,1996.0
4419000,-8.481761,0.49773228,None,None
4420000,-7.3175707,0.5945472,-1504.0,1996.0
4421000,-7.305151,0.48878542,None,None
4422000,-9.502918,0.4106212,-1666.0,1996.0
4423000,-7.832113,0.5772716,None,None
4424000,-8.994028,0.48059553,-1398.0,1996.0
4425000,-6.9489594,0.5271149,None,None
4426000,-5.385248,0.5500814,-1034.0,1996.0
4427000,-7.428371,0.437057,None,None
4428000,-9.359606,0.4133677,-1868.0,1996.0
4429000,-7.666416,0.469398,None,None
4430000,-8.902039,0.48207062,-1664.0,1996.0
4431000,-8.698252,0.48754907,None,None
4432000,-8.980749,0.43619588,-1532.0,1996.0
4433000,-6.518962,0.50285375,None,None
4434000,-8.393628,0.49058083,-1566.0,1996.0
4435000,-5.5783777,0.27542445,None,None
4436000,-9.186119,0.37108362,-1602.0,1996.0
4437000,-7.3691764,0.5463575,None,None
4438000,-6.429394,0.62128323,-1338.0,1996.0
4439000,-5.3242764,0.558351,None,None
4440000,-8.434914,0.4842424,-1098.0,1996.0
4441000,-7.6302423,0.45435452,None,None
4442000,-9.370824,0.29502213,-1934.0,1996.0
4443000,-5.834468,0.51060134,None,None
4444000,-7.819554,0.1315625,-1066.0,1996.0
4445000,-6.4541445,0.52676034,None,None
4446000,-6.9258466,0.4353219,-964.0,1996.0
4447000,-8.274822,0.5375152,None,None
4448000,-7.0674233,0.56915843,-1102.0,1996.0
4449000,-8.321884,0.54824233,None,None
4450000,-7.7730417,0.4818,-1568.0,1996.0
4451000,-5.1294193,0.5297823,None,None
4452000,-7.3587275,0.46413603,-1002.0,1996.0
4453000,-6.971239,0.5476878,None,None
4454000,-7.3555474,0.3936468,-1470.0,1996.0
4455000,-8.136169,0.5359748,None,None
4456000,-5.972088,0.38227782,-1134.0,1996.0
4457000,-5.2000637,0.5154136,None,None
4458000,-7.0776033,0.4555442,-702.0,1996.0
4459000,-2.4872751,0.40442717,None,None
4460000,-7.582152,0.352446,-1102.0,1996.0
4461000,-7.9759765,0.5392641,None,None
4462000,-7.6821856,0.52425283,-1868.0,1996.0
4463000,-7.6426673,0.45317817,None,None
4464000,-3.9874163,0.5853787,-968.0,1996.0
4465000,-8.438366,0.39429653,None,None
4466000,-8.845929,0.44016823,-1968.0,1996.0
4467000,-7.4773507,0.57119983,None,None
4468000,-6.033495,0.54549575,-1534.0,1996.0
4469000,-6.509776,0.524111,None,None
4470000,-6.6436195,0.3227697,-1336.0,1996.0
4471000,-5.0825205,0.54634506,None,None
4472000,-8.277286,0.4804285,-768.0,1996.0
4473000,-6.027195,0.6041824,None,None
4474000,-6.317849,0.60675627,-1268.0,1996.0
4475000,-7.3637686,0.52229017,None,None
4476000,-6.323894,0.50175506,-1064.0,1996.0
4477000,-7.801206,0.5052982,None,None
4478000,-5.914178,0.58354276,-1366.0,1996.0
4479000,-7.650784,0.565755,None,None
4480000,-8.036488,0.54027057,-1564.0,1996.0
4481000,-8.269588,0.64651614,None,None
4482000,-8.676825,0.3827479,-1968.0,1996.0
4483000,-8.159769,0.544264,None,None
4484000,-6.72548,0.54309416,-1132.0,1996.0
4485000,-5.51466,0.5794192,None,None
4486000,-9.016157,0.28679246,-1834.0,1996.0
4487000,-8.46148,0.5281572,None,None
4488000,-5.6545963,0.60024977,-1370.0,1996.0
4489000,-6.8113914,0.6309935,None,None
4490000,-7.4561663,0.40263253,-1370.0,1996.0
4491000,-7.9907174,0.5928844,None,None
4492000,-8.627256,0.4500827,-1900.0,1996.0
4493000,-8.0171795,0.51379734,None,None
4494000,-8.427793,0.42531693,-1500.0,1996.0
4495000,-6.842776,0.5770315,None,None
4496000,-6.8729095,0.4738731,-872.0,1996.0
4497000,-4.501162,0.52043927,None,None
4498000,-8.760182,0.49635476,-934.0,1996.0
4499000,-2.9291716,0.40363285,None,None
4500000,-5.730784,0.26122305,-1034.0,1996.0
4501000,-5.045886,0.44920656,None,None
4502000,-8.855112,0.5086801,-1334.0,1996.0
4503000,-6.009382,0.5641071,None,None
4504000,-5.7341766,0.28382376,-1668.0,1996.0
4505000,-6.3392873,0.47005937,None,None
4506000,-4.704215,0.4649472,-1000.0,1996.0
4507000,-7.45882,0.5287878,None,None
4508000,-8.709666,0.37631994,-1834.0,1996.0
4509000,-8.38958,0.5409142,None,None
4510000,-5.871772,0.5644925,-1470.0,1996.0
4511000,-7.5926385,0.59165555,None,None
4512000,-8.722868,0.45536405,-1834.0,1996.0
4513000,-5.4278593,0.5470292,None,None
4514000,-5.5279827,0.5421138,-534.0,1996.0
4515000,-6.472871,0.4865579,None,None
4516000,-8.923243,0.3598457,-1898.0,1996.0
4517000,-7.7028265,0.5280531,None,None
4518000,-8.9363165,0.26652825,-1902.0,1996.0
4519000,-4.897907,0.590351,None,None
4520000,-7.5302052,0.53806543,-968.0,1996.0
4521000,-8.552526,0.3639898,None,None
4522000,-8.882315,0.54910356,-1932.0,1996.0
4523000,-8.384863,0.51076174,None,None
4524000,-4.3024893,0.5502256,-570.0,1996.0
4525000,-5.3598747,0.43606678,None,None
4526000,-9.163226,0.41860536,-1800.0,1996.0
4527000,-6.5732813,0.51685035,None,None
4528000,-7.7216005,0.29578644,-1366.0,1996.0
4529000,-4.234272,0.534972,None,None
4530000,-6.5184474,0.5342785,-1168.0,1996.0
4531000,-7.026132,0.34467334,None,None
4532000,-6.249139,0.55335987,-1364.0,1996.0
4533000,-6.665003,0.36498004,None,None
4534000,-9.676136,0.34319374,-1534.0,1996.0
4535000,-7.251219,0.5130221,None,None
4536000,-6.167594,0.5553516,-1268.0,1996.0
4537000,-7.7415934,0.4535679,None,None
4538000,-9.091007,0.4328606,-1868.0,1996.0
4539000,-7.585251,0.535165,None,None
4540000,-8.946977,0.38669023,-1834.0,1996.0
4541000,-8.595531,0.39386237,None,None
4542000,-9.239454,0.5245339,-1868.0,1996.0
4543000,-6.609047,0.4322412,None,None
4544000,-9.32541,0.2365999,-1536.0,1996.0
4545000,-8.298065,0.51265484,None,None
4546000,-8.521629,0.42024094,-1768.0,1996.0
4547000,-7.6302843,0.5220318,None,None
4548000,-8.669737,0.58807665,-1568.0,1996.0
4549000,-8.180039,0.5141544,None,None
4550000,-8.882278,0.3208188,-1868.0,1996.0
4551000,-8.492517,0.33614329,None,None
4552000,-7.1111555,0.48197067,-1134.0,1996.0
4553000,-5.2694635,0.53671694,None,None
4554000,-6.475457,0.5270142,-1634.0,1996.0
4555000,-6.5083404,0.4610256,None,None
4556000,-6.4260845,0.5018814,-1136.0,1996.0
4557000,-4.707121,0.5435816,None,None
4558000,-7.2652626,0.26694906,-1166.0,1996.0
4559000,-7.475567,0.47474286,None,None
4560000,-5.1678596,0.40485588,-1336.0,1996.0
4561000,-7.2018204,0.4899252,None,None
4562000,-6.3056717,0.36691663,-1434.0,1996.0
4563000,-7.9506397,0.50283855,None,None
4564000,-4.658208,0.46179417,-1300.0,1996.0
4565000,-7.7685957,0.58397466,None,None
4566000,-8.24145,0.5646765,-1666.0,1996.0
4567000,-4.799459,0.4614093,None,None
4568000,-5.731915,0.47281247,-736.0,1996.0
4569000,-6.7339163,0.35567415,None,None
4570000,-8.720123,0.46575585,-1968.0,1996.0
4571000,-6.8392057,0.45263532,None,None
4572000,-5.3000703,0.3719517,-1434.0,1996.0
4573000,-3.7173157,0.43792573,None,None
4574000,-5.078856,0.39543504,-666.0,1996.0
4575000,-6.902405,0.46926022,None,None
4576000,-6.758148,0.47491795,-1466.0,1996.0
4577000,-8.413665,0.45123214,None,None
4578000,-7.1495214,0.6310524,-1668.0,1996.0
4579000,-7.878371,0.4396897,None,None
4580000,-7.8286424,0.44572166,-1334.0,1996.0
4581000,-4.572214,0.5162962,None,None
4582000,-5.4428205,0.5216515,-836.0,1996.0
4583000,-6.476163,0.503894,None,None
4584000,-6.0212336,0.42722577,-896.0,1996.0
4585000,-6.939813,0.53226393,None,None
4586000,-5.5536146,0.4803021,-934.0,1996.0
4587000,-6.637185,0.45409322,None,None
4588000,-7.8877435,0.28763145,-1634.0,1996.0
4589000,-8.193706,0.5452999,None,None
4590000,-7.888378,0.48583132,-1634.0,1996.0
4591000,-7.5592923,0.47104782,None,None
4592000,-8.637604,0.30657914,-1734.0,1996.0
4593000,-7.974268,0.44588614,None,None
4594000,-8.346684,0.41713095,-1368.0,1996.0
4595000,-6.8180842,0.31040046,None,None
4596000,-8.988543,0.4842105,-1968.0,1996.0
4597000,-7.5863123,0.56934375,None,None
4598000,-8.546595,0.27682626,-1734.0,1996.0
4599000,-8.821358,0.40039727,None,None
4600000,-8.873764,0.48400128,-1936.0,1996.0
4601000,-8.081146,0.5026234,None,None
4602000,-6.3861055,0.4854546,-1400.0,1996.0
4603000,-7.7177095,0.46191666,None,None
4604000,-7.3128653,0.45946467,-1404.0,1996.0
4605000,-7.6780906,0.5091632,None,None
4606000,-8.888206,0.3511036,-1600.0,1996.0
4607000,-8.565711,0.51676637,None,None
4608000,-9.126324,0.23542614,-1868.0,1996.0
4609000,-8.832398,0.5673271,None,None
4610000,-8.917325,0.6137364,-1934.0,1996.0
4611000,-7.771025,0.37038687,None,None
4612000,-9.665363,0.48031166,-1734.0,1996.0
4613000,-8.55076,0.3142502,None,None
4614000,-9.547261,0.42032447,-1870.0,1996.0
4615000,-5.624835,0.44685298,None,None
4616000,-8.078424,0.2728848,-1134.0,1996.0
4617000,-5.2763433,0.5793137,None,None
4618000,-8.834534,0.6663295,-1834.0,1996.0
4619000,-8.525347,0.59596217,None,None
4620000,-8.818436,0.5555775,-1698.0,1996.0
4621000,-7.7508936,0.48492646,None,None
4622000,-7.85037,0.4608729,-1234.0,1996.0
4623000,-6.3112793,0.505764,None,None
4624000,-6.5663376,0.41765732,-1602.0,1996.0
4625000,-5.8294373,0.31086147,None,None
4626000,-7.8798084,0.5910774,-1470.0,1996.0
4627000,-8.114105,0.5108714,None,None
4628000,-8.438839,0.40178686,-1432.0,1996.0
4629000,-5.569622,0.5517695,None,None
4630000,-9.009926,0.2673102,-1834.0,1996.0
4631000,-5.6405635,0.52197254,None,None
4632000,-7.3409553,0.44268388,-838.0,1996.0
4633000,-6.5284023,0.5763847,None,None
4634000,-9.062668,0.21212915,-1702.0,1996.0
4635000,-8.34964,0.5016618,None,None
4636000,-8.951924,0.38526893,-1766.0,1996.0
4637000,-7.34043,0.45607916,None,None
4638000,-9.5690155,0.36586335,-1668.0,1996.0
4639000,-7.6574845,0.47314158,None,None
4640000,-5.6807156,0.4992595,-1468.0,1996.0
4641000,-7.784849,0.5076669,None,None
4642000,-9.422173,0.2145593,-1502.0,1996.0
4643000,-8.902143,0.4407501,None,None
4644000,-9.308233,0.37250668,-1900.0,1996.0
4645000,-7.7136326,0.40113437,None,None
4646000,-7.3441024,0.34625342,-1604.0,1996.0
4647000,-7.5763016,0.41196474,None,None
4648000,-8.605274,0.37000096,-1066.0,1996.0
4649000,-5.117331,0.63283575,None,None
4650000,-8.821797,0.4698527,-1768.0,1996.0
4651000,-8.586592,0.46894413,None,None
4652000,-1.7173041,0.51628643,-404.0,1996.0
4653000,-3.4629133,0.5533031,None,None
4654000,-6.6971297,0.529513,-1366.0,1996.0
4655000,-5.585248,0.45930463,None,None
4656000,-8.46417,0.2642523,-1136.0,1996.0
4657000,-4.788874,0.40805912,None,None
4658000,-7.6701927,0.20812047,-932.0,1996.0
4659000,-5.96517,0.55103916,None,None
4660000,-4.594136,0.60930556,-802.0,1996.0
4661000,-7.036808,0.44672814,None,None
4662000,-7.745475,0.5457494,-1966.0,1996.0
4663000,-8.343225,0.2744776,None,None
4664000,-8.238157,0.32909122,-1934.0,1996.0
4665000,-6.9102993,0.38406757,None,None
4666000,-7.4552283,0.39716145,-1368.0,1996.0
4667000,-6.2269516,0.53057504,None,None
4668000,-4.4546213,0.57908267,-1164.0,1996.0
4669000,-8.106486,0.6064958,None,None
4670000,-8.948502,0.5289185,-1868.0,1996.0
4671000,-8.428694,0.47937143,None,None
4672000,-9.044346,0.37952307,-1836.0,1996.0
4673000,-8.722816,0.52054673,None,None
4674000,-5.9707127,0.4858127,-1132.0,1996.0
4675000,-4.6896763,0.54382294,None,None
4676000,-8.126483,0.5978389,-798.0,1996.0
4677000,-6.0252585,0.48037323,None,None
4678000,-9.323554,0.38492477,-1800.0,1996.0
4679000,-8.179733,0.5390136,None,None
4680000,-9.002617,0.36927631,-1868.0,1996.0
4681000,-8.425378,0.52559334,None,None
4682000,-8.909981,0.3651213,-1868.0,1996.0
4683000,-8.695935,0.5499057,None,None
4684000,-7.931554,0.640206,-1734.0,1996.0
4685000,-8.74198,0.30224007,None,None
4686000,-9.289321,0.5321777,-1900.0,1996.0
4687000,-5.5009546,0.5568109,None,None
4688000,-8.780065,0.52356905,-1168.0,1996.0
4689000,-7.6526413,0.43164095,None,None
4690000,-9.505737,0.46492618,-1800.0,1996.0
4691000,-8.717641,0.574615,None,None
4692000,-6.658697,0.51365674,-1232.0,1996.0
4693000,-5.8068657,0.5121746,None,None
4694000,-9.309536,0.4928492,-1534.0,1996.0
4695000,-7.2638683,0.5935998,None,None
4696000,-8.963499,0.40635794,-1366.0,1996.0
4697000,-5.586461,0.55884343,None,None
4698000,-7.2041807,0.52030706,-1534.0,1996.0
4699000,-8.549803,0.52852696,None,None
4700000,-8.337822,0.3971489,-1904.0,1996.0
4701000,-8.155277,0.358819,None,None
4702000,-9.392549,0.4332265,-1866.0,1996.0
4703000,-8.70767,0.59083724,None,None
4704000,-5.280386,0.6563004,-1064.0,1996.0
4705000,-5.766779,0.51865715,None,None
4706000,-7.63328,0.58322567,-1334.0,1996.0
4707000,-8.7521305,0.5236335,None,None
4708000,-6.8160686,0.41586155,-1332.0,1996.0
4709000,-5.619688,0.55217224,None,None
4710000,-8.692718,0.40451518,-1666.0,1996.0
4711000,-7.473463,0.46155798,None,None
4712000,-7.124223,0.50015754,-1300.0,1996.0
4713000,-5.3384037,0.52276444,None,None
4714000,-6.1933575,0.525105,-864.0,1996.0
4715000,-6.2150574,0.51666677,None,None
4716000,-9.082327,0.37561524,-1868.0,1996.0
4717000,-7.770707,0.5785974,None,None
4718000,-9.091344,0.3205736,-1636.0,1996.0
4719000,-8.67052,0.40623772,None,None
4720000,-9.156026,0.47391862,-1868.0,1996.0
4721000,-8.797115,0.4486297,None,None
4722000,-9.307721,0.36022013,-1936.0,1996.0
4723000,-8.857145,0.54068404,None,None
4724000,-6.2908154,0.60736996,-1200.0,1996.0
4725000,-8.010565,0.60390913,None,None
4726000,-9.194386,0.296008,-1700.0,1996.0
4727000,-6.340271,0.3148286,None,None
4728000,-7.113405,0.60381716,-1032.0,1996.0
4729000,-5.763361,0.5889426,None,None
4730000,-7.1050453,0.5073506,-504.0,1996.0
4731000,-6.488516,0.50289804,None,None
4732000,-7.8206997,0.56259096,-1698.0,1996.0
4733000,-7.048146,0.4877614,None,None
4734000,-6.6329403,0.4674552,-1068.0,1996.0
4735000,-4.7571297,0.454385,None,None
4736000,-5.3357363,0.4610091,-1400.0,1996.0
4737000,-8.660536,0.529567,None,None
4738000,-5.8581824,0.31582728,-1304.0,1996.0
4739000,-7.726136,0.59518605,None,None
4740000,-8.560455,0.44474623,-1736.0,1996.0
4741000,-7.4415517,0.4908873,None,None
4742000,-8.654819,0.25108105,-1668.0,1996.0
4743000,-8.948225,0.40417483,None,None
4744000,-9.322451,0.38868216,-1868.0,1996.0
4745000,-7.8269567,0.4909702,None,None
4746000,-9.004114,0.35021254,-1834.0,1996.0
4747000,-8.140026,0.5140393,None,None
4748000,-8.855539,0.33496806,-1634.0,1996.0
4749000,-8.730642,0.5320139,None,None
4750000,-7.92617,0.5347001,-1736.0,1996.0
4751000,-6.967107,0.5167422,None,None
4752000,-9.289597,0.3634163,-1566.0,1996.0
4753000,-7.374624,0.59427243,None,None
4754000,-8.919426,0.523142,-1404.0,1996.0
4755000,-8.664179,0.38043258,None,None
4756000,-8.91444,0.5715842,-1936.0,1996.0
4757000,-7.9246793,0.58409405,None,None
4758000,-8.942231,0.5699827,-1768.0,1996.0
4759000,-7.7778873,0.51851714,None,None
4760000,-6.0538116,0.50556153,-1438.0,1996.0
4761000,-8.647337,0.5746991,None,None
4762000,-7.172634,0.52161324,-1368.0,1996.0
4763000,-7.489224,0.33530015,None,None
4764000,-9.382435,0.51941437,-1868.0,1996.0
4765000,-8.663009,0.5483513,None,None
4766000,-7.9165945,0.48664972,-1600.0,1996.0
4767000,-9.00879,0.31620553,None,None
4768000,-8.685076,0.6539386,-1934.0,1996.0
4769000,-8.199236,0.5840311,None,None
4770000,-8.12068,0.4074582,-1268.0,1996.0
4771000,-6.55927,0.56872916,None,None
4772000,-4.8411913,0.44993454,-1132.0,1996.0
4773000,-8.433964,0.5864436,None,None
4774000,-5.895738,0.58373076,-1236.0,1996.0
4775000,-5.4791927,0.5326034,None,None
4776000,-8.327051,0.27364123,-1202.0,1996.0
4777000,-5.629495,0.5413467,None,None
4778000,-5.4731627,0.5892468,-632.0,1996.0
4779000,-8.740677,0.5577419,None,None
4780000,-7.2019444,0.44067127,-1734.0,1996.0
4781000,-8.215382,0.5520323,None,None
4782000,-5.9896364,0.5365708,-1634.0,1996.0
4783000,-8.023927,0.6128612,None,None
4784000,-7.1405587,0.54296803,-1102.0,1996.0
4785000,-4.618181,0.28479254,None,None
4786000,-8.245531,0.3702882,-1398.0,1996.0
4787000,-7.120995,0.58723843,None,None
4788000,-8.295142,0.43680897,-1664.0,1996.0
4789000,-6.8538723,0.58409536,None,None
4790000,-6.293437,0.39988965,-1234.0,1996.0
4791000,-7.780903,0.5416874,None,None
4792000,-6.2524486,0.45181113,-1502.0,1996.0
4793000,-7.8860025,0.5448862,None,None
4794000,-6.9946556,0.56811124,-1164.0,1996.0
4795000,-5.8284616,0.59542125,None,None
4796000,-8.362694,0.4835711,-1632.0,1996.0
4797000,-5.5817204,0.3836634,None,None
4798000,-7.048097,0.24042092,-1200.0,1996.0
4799000,-7.4607234,0.59179914,None,None
4800000,-7.2053394,0.66025907,-1432.0,1996.0
4801000,-7.1779203,0.51411635,None,None
4802000,-8.95993,0.39080828,-1934.0,1996.0
4803000,-6.233103,0.6722652,None,None
4804000,-6.1999984,0.41945383,-1400.0,1996.0
4805000,-8.298758,0.6531004,None,None
4806000,-6.5957575,0.5288489,-1340.0,1996.0
4807000,-8.553484,0.58376217,None,None
4808000,-5.6865025,0.6588808,-1064.0,1996.0
4809000,-6.653203,0.62416446,None,None
4810000,-8.723675,0.3536357,-1734.0,1996.0
4811000,-8.128962,0.4282142,None,None
4812000,-9.389212,0.38026384,-1768.0,1996.0
4813000,-7.349042,0.5670497,None,None
4814000,-8.8423195,0.54453623,-1666.0,1996.0
4815000,-7.393058,0.6214047,None,None
4816000,-6.7355394,0.6215664,-1202.0,1996.0
4817000,-7.7923865,0.5776735,None,None
4818000,-6.6438813,0.5130223,-1500.0,1996.0
4819000,-8.023672,0.6061776,None,None
4820000,-5.674041,0.5533866,-1368.0,1996.0
4821000,-8.472712,0.60165626,None,None
4822000,-8.580655,0.24563538,-1800.0,1996.0
4823000,-8.843554,0.6468994,None,None
4824000,-5.6681743,0.6051832,-1368.0,1996.0
4825000,-5.9244995,0.514209,None,None
4826000,-8.401986,0.4914749,-1238.0,1996.0
4827000,-4.5130863,0.5662769,None,None
4828000,-8.353916,0.5448128,-1100.0,1996.0
4829000,-8.115008,0.59624094,None,None
4830000,-5.621097,0.54788065,-1068.0,1996.0
4831000,-8.216178,0.5932984,None,None
4832000,-7.4147468,0.60039663,-1502.0,1996.0
4833000,-6.2428455,0.5968573,None,None
4834000,-8.454368,0.57910544,-1598.0,1996.0
4835000,-7.394743,0.656252,None,None
4836000,-7.061818,0.5982353,-1168.0,1996.0
4837000,-5.614924,0.591679,None,None
4838000,-8.177261,0.5078217,-1266.0,1996.0
4839000,-7.39949,0.6246017,None,None
4840000,-5.3919067,0.5924005,-968.0,1996.0
4841000,-7.7713976,0.63621926,None,None
4842000,-8.822138,0.6360502,-1902.0,1996.0
4843000,-6.671109,0.5184411,None,None
4844000,-8.305081,0.43684584,-1634.0,1996.0
4845000,-7.4208817,0.61519825,None,None
4846000,-8.0119505,0.6181169,-1736.0,1996.0
4847000,-8.122768,0.6125735,None,None
4848000,-8.770084,0.25133556,-1934.0,1996.0
4849000,-9.01635,0.6202651,None,None
4850000,-8.231144,0.5471551,-1404.0,1996.0
4851000,-6.823826,0.570891,None,None
4852000,-9.435672,0.3581588,-1468.0,1996.0
4853000,-8.701126,0.5315451,None,None
4854000,-8.786905,0.30369753,-1968.0,1996.0
4855000,-8.281379,0.6103573,None,None
4856000,-6.789171,0.5335423,-1264.0,1996.0
4857000,-7.2003727,0.56947887,None,None
4858000,-4.847213,0.5733524,-1034.0,1996.0
4859000,-7.340908,0.5366757,None,None
4860000,-7.199347,0.587072,-1336.0,1996.0
4861000,-7.4820137,0.59524393,None,None
4862000,-7.8610845,0.62323,-1600.0,1996.0
4863000,-4.917108,0.5829471,None,None
4864000,-8.018058,0.5985389,-1300.0,1996.0
4865000,-8.351425,0.5210978,None,None
4866000,-8.993177,0.4178488,-1900.0,1996.0
4867000,-8.095405,0.58500165,None,None
4868000,-8.7681465,0.39847258,-1736.0,1996.0
4869000,-8.721596,0.5610169,None,None
4870000,-9.206721,0.40154654,-1870.0,1996.0
4871000,-8.003775,0.6044037,None,None
4872000,-5.547031,0.5769805,-966.0,1996.0
4873000,-7.5936904,0.47473353,None,None
4874000,-8.697791,0.4074067,-1436.0,1996.0
4875000,-7.649135,0.56487423,None,None
4876000,-8.918779,0.5977856,-1370.0,1996.0
4877000,-5.482285,0.58047706,None,None
4878000,-8.800882,0.478529,-1868.0,1996.0
4879000,-7.582083,0.52593344,None,None
4880000,-9.341772,0.41689894,-1666.0,1996.0
4881000,-7.8387957,0.5724951,None,None
4882000,-5.3706846,0.6142687,-868.0,1996.0
4883000,-3.7817676,0.45952025,None,None
4884000,-8.02995,0.40646118,-1434.0,1996.0
4885000,-6.0506544,0.37958443,None,None
4886000,-7.8181324,0.5192153,-1096.0,1996.0
4887000,-7.82032,0.57451856,None,None
4888000,-8.387678,0.60087484,-1234.0,1996.0
4889000,-4.714667,0.50798756,None,None
4890000,-9.283678,0.43049946,-1768.0,1996.0
4891000,-8.135446,0.4258764,None,None
4892000,-7.0634747,0.5268534,-1368.0,1996.0
4893000,-8.164138,0.5072887,None,None
4894000,-9.036462,0.37339255,-1968.0,1996.0
4895000,-5.7678275,0.60137385,None,None
4896000,-8.290352,0.6263151,-796.0,1996.0
4897000,-6.438927,0.5203435,None,None
4898000,-8.992765,0.25204793,-1666.0,1996.0
4899000,-8.557611,0.5433604,None,None
4900000,-8.669777,0.32363284,-1868.0,1996.0
4901000,-8.989811,0.5580499,None,None
4902000,-7.511903,0.48746672,-1570.0,1996.0
4903000,-8.303551,0.44928157,None,None
4904000,-9.339807,0.38463,-1900.0,1996.0
4905000,-8.744256,0.5763018,None,None
4906000,-7.508751,0.52437973,-1736.0,1996.0
4907000,-6.954336,0.5284457,None,None
4908000,-8.77084,0.6055487,-1566.0,1996.0
4909000,-5.583997,0.6009555,None,None
4910000,-7.4300976,0.45453528,-1170.0,1996.0
4911000,-7.1680155,0.53162485,None,None
4912000,-9.1633,0.38377532,-1668.0,1996.0
4913000,-8.669573,0.4228854,None,None
4914000,-9.169401,0.49341172,-1968.0,1996.0
4915000,-8.010779,0.54328454,None,None
4916000,-7.1583323,0.47203583,-1634.0,1996.0
4917000,-7.404683,0.63914573,None,None
4918000,-8.854673,0.43707135,-1636.0,1996.0
4919000,-8.032548,0.62794334,None,None
4920000,-6.620305,0.5624877,-998.0,1996.0
4921000,-7.432949,0.49719447,None,None
4922000,-8.957464,0.475532,-1768.0,1996.0
4923000,-5.7457585,0.39552015,None,None
4924000,-4.579086,0.5942475,-900.0,1996.0
4925000,-2.2408435,0.52060914,None,None
4926000,-8.479851,0.44445926,-1068.0,1996.0
4927000,-8.709686,0.5701481,None,None
4928000,-8.469028,0.6575118,-1734.0,1996.0
4929000,-7.1483617,0.5327613,None,None
4930000,-8.905482,0.5130145,-1604.0,1996.0
4931000,-5.8192987,0.5717752,None,None
4932000,-6.210348,0.51297665,-602.0,1996.0
4933000,-6.18912,0.6284888,None,None
4934000,-7.853175,0.265655,-1368.0,1996.0
4935000,-8.5187435,0.5743598,None,None
4936000,-7.626267,0.5299678,-1568.0,1996.0
4937000,-6.9970236,0.3945164,None,None
4938000,-9.29224,0.4470642,-1934.0,1996.0
4939000,-8.260569,0.5015372,None,None
4940000,-6.062567,0.6046835,-1366.0,1996.0
4941000,-5.3767204,0.5702526,None,None
4942000,-7.5924206,0.5104358,-1636.0,1996.0
4943000,-6.7990584,0.4411136,None,None
4944000,-8.969021,0.3905747,-1632.0,1996.0
4945000,-8.185537,0.4458197,None,None
4946000,-9.006697,0.36614546,-1900.0,1996.0
4947000,-7.9620447,0.51869,None,None
4948000,-7.440781,0.6393407,-1700.0,1996.0
4949000,-7.715273,0.5489725,None,None
4950000,-6.119117,0.4478115,-1400.0,1996.0
4951000,-7.4295716,0.52316666,None,None
4952000,-5.3619456,0.5196575,-1336.0,1996.0
4953000,-7.4009004,0.63510954,None,None
4954000,-8.844522,0.48306182,-1734.0,1996.0
4955000,-8.583162,0.39241403,None,None
4956000,-9.302313,0.39812174,-1934.0,1996.0
4957000,-7.451372,0.5966203,None,None
4958000,-6.516244,0.61026603,-1200.0,1996.0
4959000,-8.054918,0.56552374,None,None
4960000,-6.3885145,0.5090798,-1602.0,1996.0
4961000,-6.651437,0.5107864,None,None
4962000,-8.305294,0.5180497,-1732.0,1996.0
4963000,-5.4573417,0.60749006,None,None
4964000,-4.938469,0.6104655,-466.0,1996.0
4965000,-7.379861,0.51797676,None,None
4966000,-7.4986553,0.6301591,-1532.0,1996.0
4967000,-7.46706,0.59664667,None,None
4968000,-5.1136923,0.314692,-1034.0,1996.0
4969000,-6.926573,0.58541054,None,None
4970000,-5.9139266,0.61349565,-1236.0,1996.0
4971000,-8.073109,0.5689693,None,None
4972000,-8.2630205,0.48387,-1834.0,1996.0
4973000,-4.995718,0.5818651,None,None
